bsdf_data
angles=deg bsdf=value scale=1
10	0
75	200	0.007452
75	210	0.007366
75	220	0.007937
75	230	0.008476
75	240	0.008855
75	250	0.009906
75	260	0.010644
75	270	0.011690
75	280	0.012686
75	290	0.013196
75	300	0.013387
75	310	0.013522
75	320	0.013707
75	330	0.011991
75	340	0.011222
75	350	0.011382
80	0	0.010879
80	10	0.011237
80	20	0.010879
80	30	0.011484
80	40	0.012089
80	50	0.013308
80	60	0.013299
80	70	0.014399
80	80	0.014747
80	90	0.014509
80	100	0.013491
80	110	0.012612
80	120	0.011090
80	130	0.009935
80	140	0.009395
80	150	0.009120
80	160	0.008262
80	170	0.008258
80	180	0.007910
80	190	0.007873
80	200	0.007910
80	210	0.008258
80	220	0.008262
80	230	0.009120
80	240	0.009395
80	250	0.009935
80	260	0.011090
80	270	0.012612
80	280	0.013491
80	290	0.014509
80	300	0.014747
80	310	0.014399
80	320	0.013299
80	330	0.013308
80	340	0.012089
80	350	0.011484
10	20
0	0	0.031984
0	10	0.031984
0	20	0.031984
0	30	0.031984
0	40	0.031984
0	50	0.031984
0	60	0.031984
0	70	0.031984
0	80	0.031984
0	90	0.031984
0	100	0.031984
0	110	0.031984
0	120	0.031984
0	130	0.031984
0	140	0.031984
0	150	0.031984
0	160	0.031984
0	170	0.031984
0	180	0.031984
0	190	0.031984
0	200	0.031984
0	210	0.031984
0	220	0.031984
0	230	0.031984
0	240	0.031984
0	250	0.031984
0	260	0.031984
0	270	0.031984
0	280	0.031984
0	290	0.031984
0	300	0.031984
0	310	0.031984
0	320	0.031984
0	330	0.031984
0	340	0.031984
0	350	0.031984
5	0	0.034014
5	10	0.033851
5	20	0.034271
5	30	0.033851
5	40	0.034014
5	50	0.033687
5	60	0.033372
5	70	0.032563
5	80	0.032104
5	90	0.031538
5	100	0.031192
5	110	0.030569
5	120	0.030253
5	130	0.030133
5	140	0.030437
5	150	0.030486
5	160	0.030712
5	240	0.030712
5	250	0.030486
5	260	0.030437
5	270	0.030133
5	280	0.030253
5	290	0.030569
5	300	0.031192
5	310	0.031538
5	320	0.032104
5	330	0.032563
5	340	0.033372
5	350	0.033687
10	0	0.033989
10	10	0.034610
10	20	0.034800
10	30	0.034610
10	40	0.033989
10	50	0.033636
10	60	0.032504
10	70	0.032166
10	80	0.031571
10	90	0.031061
10	100	0.029755
10	110	0.029301
10	120	0.028612
10	130	0.028221
10	140	0.027956
10	150	0.028138
10	160	0.028101
10	240	0.028101
10	250	0.028138
10	260	0.027956
10	270	0.028221
10	280	0.028612
10	290	0.029301
10	300	0.029755
10	310	0.031061
10	320	0.031571
10	330	0.032166
10	340	0.032504
10	350	0.033636
15	0	0.032565
15	10	0.033111
15	20	0.033233
15	30	0.033111
15	40	0.032565
15	50	0.032078
15	60	0.031446
15	70	0.030715
15	80	0.029712
15	90	0.028922
15	100	0.027850
15	110	0.027286
15	120	0.026323
15	130	0.025876
15	140	0.024818
15	150	0.024724
15	160	0.024700
15	240	0.024700
15	250	0.024724
15	260	0.024818
15	270	0.025876
15	280	0.026323
15	290	0.027286
15	300	0.027850
15	310	0.028922
15	320	0.029712
15	330	0.030715
15	340	0.031446
15	350	0.032078
20	0	0.030349
20	10	0.030315
20	20	0.030603
20	30	0.030315
20	40	0.030349
20	50	0.030451
20	60	0.029261
20	70	0.029028
20	80	0.027820
20	90	0.027007
20	100	0.026206
20	110	0.025157
20	120	0.023772
20	130	0.023237
20	140	0.022261
20	150	0.021644
20	160	0.021158
20	240	0.021158
20	250	0.021644
20	260	0.022261
20	270	0.023237
20	280	0.023772
20	290	0.025157
20	300	0.026206
20	310	0.027007
20	320	0.027820
20	330	0.029028
20	340	0.029261
20	350	0.030451
25	0	0.028183
25	10	0.028563
25	20	0.028327
25	30	0.028563
25	40	0.028183
25	50	0.027460
25	60	0.026991
25	70	0.026361
25	80	0.025684
25	90	0.024724
25	100	0.023697
25	110	0.022943
25	120	0.021403
25	130	0.020732
25	140	0.019705
25	150	0.018952
25	160	0.018414
25	170	0.018204
25	180	0.017629
25	190	0.017703
25	200	0.017673
25	210	0.017703
25	220	0.017629
25	230	0.018204
25	240	0.018414
25	250	0.018952
25	260	0.019705
25	270	0.020732
25	280	0.021403
25	290	0.022943
25	300	0.023697
25	310	0.024724
25	320	0.025684
25	330	0.026361
25	340	0.026991
25	350	0.027460
30	0	0.025340
30	10	0.025416
30	20	0.025606
30	30	0.025416
30	40	0.025340
30	50	0.024848
30	60	0.024764
30	70	0.024211
30	80	0.023600
30	90	0.022915
30	100	0.021758
30	110	0.020500
30	120	0.019599
30	130	0.018628
30	140	0.017556
30	150	0.016806
30	160	0.016431
30	170	0.015606
30	180	0.015788
30	190	0.015231
30	200	0.015264
30	210	0.015231
30	220	0.015788
30	230	0.015606
30	240	0.016431
30	250	0.016806
30	260	0.017556
30	270	0.018628
30	280	0.019599
30	290	0.020500
30	300	0.021758
30	310	0.022915
30	320	0.023600
30	330	0.024211
30	340	0.024764
30	350	0.024848
35	0	0.022450
35	10	0.022553
35	20	0.022478
35	30	0.022553
35	40	0.022450
35	50	0.022406
35	60	0.022007
35	70	0.021619
35	80	0.021202
35	90	0.020535
35	100	0.019716
35	110	0.018825
35	120	0.017345
35	130	0.016421
35	140	0.015568
35	150	0.014832
35	160	0.014260
35	170	0.013991
35	180	0.013317
35	190	0.013332
35	200	0.013313
35	210	0.013332
35	220	0.013317
35	230	0.013991
35	240	0.014260
35	250	0.014832
35	260	0.015568
35	270	0.016421
35	280	0.017345
35	290	0.018825
35	300	0.019716
35	310	0.020535
35	320	0.021202
35	330	0.021619
35	340	0.022007
35	350	0.022406
40	0	0.019602
40	10	0.019970
40	20	0.019939
40	30	0.019970
40	40	0.019602
40	50	0.019825
40	60	0.019677
40	70	0.019590
40	80	0.019120
40	90	0.018394
40	100	0.017945
40	110	0.016911
40	120	0.015583
40	130	0.014728
40	140	0.013824
40	150	0.013038
40	160	0.012498
40	170	0.012142
40	180	0.012007
40	190	0.011992
40	200	0.011558
40	210	0.011992
40	220	0.012007
40	230	0.012142
40	240	0.012498
40	250	0.013038
40	260	0.013824
40	270	0.014728
40	280	0.015583
40	290	0.016911
40	300	0.017945
40	310	0.018394
40	320	0.019120
40	330	0.019590
40	340	0.019677
40	350	0.019825
45	0	0.017592
45	10	0.017535
45	20	0.017461
45	30	0.017535
45	40	0.017592
45	50	0.017306
45	60	0.017489
45	70	0.017806
45	80	0.017410
45	90	0.017008
45	100	0.016191
45	110	0.015341
45	120	0.014403
45	130	0.013726
45	140	0.012779
45	150	0.011830
45	160	0.011278
45	170	0.010851
45	180	0.010706
45	190	0.010563
45	200	0.010702
45	210	0.010563
45	220	0.010706
45	230	0.010851
45	240	0.011278
45	250	0.011830
45	260	0.012779
45	270	0.013726
45	280	0.014403
45	290	0.015341
45	300	0.016191
45	310	0.017008
45	320	0.017410
45	330	0.017806
45	340	0.017489
45	350	0.017306
50	0	0.015269
50	10	0.015553
50	20	0.015410
50	30	0.015553
50	40	0.015269
50	50	0.015615
50	60	0.015759
50	70	0.015728
50	80	0.016006
50	90	0.015687
50	100	0.015033
50	110	0.014390
50	120	0.013256
50	130	0.012182
50	140	0.011476
50	150	0.010670
50	160	0.010260
50	170	0.009979
50	180	0.009644
50	190	0.009492
50	200	0.009497
50	210	0.009492
50	220	0.009644
50	230	0.009979
50	240	0.010260
50	250	0.010670
50	260	0.011476
50	270	0.012182
50	280	0.013256
50	290	0.014390
50	300	0.015033
50	310	0.015687
50	320	0.016006
50	330	0.015728
50	340	0.015759
50	350	0.015615
